Category,Order Date,Segment,Sales Target
Furniture,10/4/2021,Corporate,10
Office Supplies,10/4/2021,Consumer,59
Office Supplies,10/4/2021,Home Office,158
Technology,10/4/2021,Corporate,48
Technology,10/4/2021,Home Office,4752
Office Supplies,10/6/2021,Consumer,29
Office Supplies,10/6/2021,Home Office,28
Technology,10/6/2021,Home Office,710
Office Supplies,10/7/2021,Consumer,144
Office Supplies,10/7/2021,Home Office,4
Technology,10/7/2021,Corporate,720
Furniture,10/8/2021,Corporate,53
Office Supplies,10/8/2021,Consumer,454
Office Supplies,10/8/2021,Home Office,62
Furniture,10/9/2021,Corporate,286
Furniture,10/9/2021,Home Office,151
Office Supplies,10/9/2021,Corporate,17
Office Supplies,10/9/2021,Home Office,2
Technology,10/9/2021,Corporate,26
Furniture,10/10/2021,Consumer,15
Furniture,10/10/2021,Corporate,188
Office Supplies,10/10/2021,Consumer,18
Office Supplies,10/10/2021,Corporate,24
Technology,10/10/2021,Corporate,15
Office Supplies,10/11/2021,Consumer,30
Furniture,10/13/2021,Consumer,196
Furniture,10/13/2021,Corporate,901
Office Supplies,10/13/2021,Consumer,248
Office Supplies,10/13/2021,Corporate,172
Technology,10/13/2021,Consumer,179
Furniture,10/14/2021,Consumer,89
Office Supplies,10/14/2021,Consumer,158
Office Supplies,10/14/2021,Corporate,119
Technology,10/14/2021,Consumer,1422
Technology,10/14/2021,Corporate,1205
Office Supplies,10/15/2021,Corporate,298
Office Supplies,10/15/2021,Home Office,1234
Technology,10/15/2021,Home Office,6
Furniture,10/16/2021,Corporate,128
Furniture,10/17/2021,Consumer,114
Furniture,10/17/2021,Home Office,133
Office Supplies,10/17/2021,Consumer,332
Office Supplies,10/17/2021,Home Office,2121
Technology,10/17/2021,Home Office,400
Furniture,10/18/2021,Consumer,317
Furniture,10/20/2021,Consumer,52
Furniture,10/20/2021,Corporate,379
Furniture,10/20/2021,Home Office,62
Office Supplies,10/20/2021,Consumer,97
Office Supplies,10/20/2021,Corporate,17
Technology,10/20/2021,Consumer,346
Furniture,10/21/2021,Consumer,273
Furniture,10/21/2021,Corporate,1842
Furniture,10/21/2021,Home Office,41
Office Supplies,10/21/2021,Consumer,707
Office Supplies,10/21/2021,Corporate,138
Office Supplies,10/21/2021,Home Office,4572
Technology,10/21/2021,Consumer,431
Furniture,10/22/2021,Consumer,126
Furniture,10/22/2021,Home Office,28
Office Supplies,10/22/2021,Consumer,15
Furniture,10/23/2021,Corporate,15
Office Supplies,10/23/2021,Corporate,53
Office Supplies,10/23/2021,Home Office,337
Office Supplies,10/24/2021,Corporate,14
Technology,10/24/2021,Consumer,202
Technology,10/24/2021,Corporate,501
Technology,10/24/2021,Home Office,593
Technology,10/25/2021,Corporate,855
Furniture,10/27/2021,Consumer,766
Office Supplies,10/27/2021,Consumer,80
Office Supplies,10/27/2021,Corporate,69
Office Supplies,10/27/2021,Home Office,69
Furniture,10/28/2021,Consumer,258
Furniture,10/28/2021,Corporate,826
Office Supplies,10/28/2021,Consumer,158
Office Supplies,10/28/2021,Corporate,1226
Technology,10/28/2021,Consumer,314
Furniture,10/29/2021,Consumer,73
Office Supplies,10/29/2021,Consumer,12
Office Supplies,10/29/2021,Corporate,53
Office Supplies,10/30/2021,Consumer,13
Office Supplies,10/30/2021,Corporate,134
Furniture,10/31/2021,Consumer,522
Furniture,10/31/2021,Corporate,1915
Office Supplies,10/31/2021,Consumer,31
Office Supplies,10/31/2021,Corporate,1351
Office Supplies,11/1/2021,Corporate,121
Office Supplies,11/1/2021,Home Office,272
Technology,11/1/2021,Consumer,62
Technology,11/1/2021,Home Office,19
Furniture,11/3/2021,Consumer,1085
Furniture,11/3/2021,Home Office,494
Office Supplies,11/3/2021,Consumer,1732
Office Supplies,11/3/2021,Corporate,9
Technology,11/3/2021,Consumer,237
Technology,11/3/2021,Home Office,76
Furniture,11/4/2021,Consumer,125
Furniture,11/4/2021,Corporate,1967
Office Supplies,11/4/2021,Consumer,181
Office Supplies,11/4/2021,Corporate,818
Office Supplies,11/4/2021,Home Office,45
Technology,11/4/2021,Consumer,680
Furniture,11/5/2021,Consumer,2727
Office Supplies,11/5/2021,Consumer,232
Office Supplies,11/5/2021,Home Office,225
Technology,11/5/2021,Consumer,862
Technology,11/5/2021,Corporate,23
Furniture,11/6/2021,Corporate,234
Furniture,11/6/2021,Home Office,301
Office Supplies,11/6/2021,Consumer,73
Office Supplies,11/6/2021,Corporate,110
Furniture,11/7/2021,Consumer,49
Furniture,11/7/2021,Corporate,13
Furniture,11/7/2021,Home Office,1443
Office Supplies,11/7/2021,Consumer,763
Office Supplies,11/7/2021,Corporate,85
Office Supplies,11/7/2021,Home Office,12
Technology,11/7/2021,Consumer,618
Technology,11/7/2021,Corporate,558
Furniture,11/8/2021,Consumer,1024
Technology,11/9/2021,Consumer,461
Furniture,11/10/2021,Consumer,818
Furniture,11/10/2021,Corporate,32
Furniture,11/10/2021,Home Office,171
Office Supplies,11/10/2021,Consumer,1183
Office Supplies,11/10/2021,Corporate,404
Office Supplies,11/10/2021,Home Office,518
Technology,11/10/2021,Consumer,1439
Technology,11/10/2021,Home Office,188
Furniture,11/11/2021,Consumer,525
Furniture,11/11/2021,Corporate,2527
Office Supplies,11/11/2021,Consumer,115
Office Supplies,11/11/2021,Corporate,186
Office Supplies,11/11/2021,Home Office,695
Technology,11/11/2021,Consumer,318
Technology,11/11/2021,Corporate,124
Furniture,11/12/2021,Consumer,3738
Furniture,11/12/2021,Corporate,23
Furniture,11/12/2021,Home Office,728
Office Supplies,11/12/2021,Consumer,120
Office Supplies,11/12/2021,Corporate,326
Technology,11/12/2021,Consumer,29
Technology,11/12/2021,Home Office,190
Furniture,11/13/2021,Corporate,30
Furniture,11/13/2021,Home Office,20
Office Supplies,11/13/2021,Consumer,46
Office Supplies,11/13/2021,Corporate,252
Office Supplies,11/13/2021,Home Office,265
Technology,11/13/2021,Home Office,2485
Furniture,11/14/2021,Consumer,925
Office Supplies,11/14/2021,Consumer,97
Technology,11/14/2021,Consumer,1533
Furniture,11/15/2021,Corporate,680
Office Supplies,11/15/2021,Consumer,1023
Technology,11/15/2021,Corporate,410
Office Supplies,11/16/2021,Consumer,40
Office Supplies,11/17/2021,Consumer,22
Office Supplies,11/17/2021,Home Office,46
Technology,11/17/2021,Consumer,58
Furniture,11/18/2021,Consumer,308
Furniture,11/18/2021,Home Office,240
Office Supplies,11/18/2021,Consumer,64
Office Supplies,11/18/2021,Corporate,105
Office Supplies,11/18/2021,Home Office,1387
Technology,11/18/2021,Consumer,547
Technology,11/18/2021,Corporate,1241
Technology,11/18/2021,Home Office,67
Furniture,11/19/2021,Consumer,2
Furniture,11/19/2021,Corporate,28
Office Supplies,11/19/2021,Consumer,447
Office Supplies,11/19/2021,Corporate,54
Office Supplies,11/19/2021,Home Office,35
Technology,11/19/2021,Consumer,76
Furniture,11/20/2021,Corporate,634
Furniture,11/20/2021,Home Office,80
Office Supplies,11/20/2021,Consumer,151
Office Supplies,11/20/2021,Corporate,383
Office Supplies,11/20/2021,Home Office,36
Technology,11/20/2021,Consumer,1096
Technology,11/20/2021,Corporate,344
Technology,11/20/2021,Home Office,225
Furniture,11/21/2021,Consumer,385
Furniture,11/21/2021,Home Office,104
Office Supplies,11/21/2021,Consumer,74
Office Supplies,11/21/2021,Corporate,63
Technology,11/21/2021,Consumer,104
Technology,11/21/2021,Corporate,393
Furniture,11/22/2021,Corporate,43
Office Supplies,11/22/2021,Consumer,81
Office Supplies,11/22/2021,Corporate,32
Office Supplies,11/22/2021,Home Office,126
Technology,11/22/2021,Consumer,22
Furniture,11/23/2021,Corporate,86
Office Supplies,11/23/2021,Corporate,16
Furniture,11/24/2021,Corporate,1911
Furniture,11/24/2021,Home Office,428
Office Supplies,11/24/2021,Consumer,1287
Office Supplies,11/24/2021,Home Office,120
Technology,11/24/2021,Consumer,1161
Technology,11/24/2021,Corporate,1171
Technology,11/24/2021,Home Office,163
Furniture,11/25/2021,Consumer,177
Furniture,11/25/2021,Corporate,1631
Office Supplies,11/25/2021,Consumer,535
Office Supplies,11/25/2021,Corporate,581
Office Supplies,11/25/2021,Home Office,5
Technology,11/25/2021,Consumer,4343
Technology,11/25/2021,Corporate,451
Furniture,11/26/2021,Consumer,4242
Furniture,11/26/2021,Corporate,344
Office Supplies,11/26/2021,Consumer,213
Office Supplies,11/26/2021,Corporate,187
Office Supplies,11/26/2021,Home Office,18
Technology,11/26/2021,Consumer,515
Technology,11/26/2021,Corporate,2584
Technology,11/26/2021,Home Office,65
Furniture,11/27/2021,Consumer,295
Furniture,11/27/2021,Corporate,32
Office Supplies,11/27/2021,Consumer,339
Office Supplies,11/27/2021,Corporate,442
Technology,11/27/2021,Consumer,381
Technology,11/27/2021,Corporate,88
Furniture,11/28/2021,Corporate,515
Office Supplies,11/28/2021,Consumer,8
Office Supplies,11/28/2021,Corporate,2326
Technology,11/28/2021,Corporate,451
Furniture,11/29/2021,Home Office,264
Technology,11/29/2021,Corporate,53
Furniture,11/30/2021,Consumer,343
Office Supplies,11/30/2021,Consumer,479
Technology,11/30/2021,Consumer,36
Furniture,12/1/2021,Consumer,1557
Furniture,12/1/2021,Home Office,28
Office Supplies,12/1/2021,Consumer,999
Office Supplies,12/1/2021,Corporate,2342
Office Supplies,12/1/2021,Home Office,1030
Technology,12/1/2021,Consumer,1300
Furniture,12/2/2021,Corporate,765
Furniture,12/2/2021,Home Office,76
Office Supplies,12/2/2021,Consumer,666
Office Supplies,12/2/2021,Corporate,349
Office Supplies,12/2/2021,Home Office,2079
Technology,12/2/2021,Corporate,172
Technology,12/2/2021,Home Office,535
Furniture,12/3/2021,Consumer,2184
Office Supplies,12/3/2021,Consumer,1287
Technology,12/3/2021,Consumer,1782
Furniture,12/4/2021,Consumer,123
Office Supplies,12/4/2021,Consumer,550
Office Supplies,12/4/2021,Corporate,217
Technology,12/4/2021,Consumer,73
Furniture,12/5/2021,Consumer,188
Furniture,12/5/2021,Corporate,1842
Office Supplies,12/5/2021,Consumer,1283
Office Supplies,12/5/2021,Corporate,316
Office Supplies,12/5/2021,Home Office,38
Technology,12/5/2021,Consumer,679
Technology,12/5/2021,Corporate,454
Office Supplies,12/6/2021,Consumer,540
Office Supplies,12/6/2021,Corporate,1138
Office Supplies,12/6/2021,Home Office,427
Technology,12/6/2021,Consumer,536
Technology,12/6/2021,Corporate,470
Technology,12/6/2021,Home Office,495
Furniture,12/8/2021,Consumer,1184
Furniture,12/8/2021,Corporate,1467
Office Supplies,12/8/2021,Consumer,336
Office Supplies,12/8/2021,Corporate,51
Office Supplies,12/8/2021,Home Office,25
Technology,12/8/2021,Consumer,354
Technology,12/8/2021,Corporate,1067
Furniture,12/9/2021,Consumer,1152
Furniture,12/9/2021,Corporate,74
Office Supplies,12/9/2021,Consumer,178
Office Supplies,12/9/2021,Corporate,368
Technology,12/9/2021,Consumer,123
Technology,12/9/2021,Corporate,19
Furniture,12/10/2021,Consumer,1554
Office Supplies,12/10/2021,Consumer,1625
Office Supplies,12/10/2021,Corporate,64
Office Supplies,12/10/2021,Home Office,87
Technology,12/10/2021,Consumer,42
Furniture,12/11/2021,Consumer,1369
Furniture,12/11/2021,Corporate,858
Furniture,12/11/2021,Home Office,388
Office Supplies,12/11/2021,Consumer,798
Office Supplies,12/11/2021,Corporate,610
Technology,12/11/2021,Consumer,503
Technology,12/11/2021,Corporate,1401
Furniture,12/12/2021,Consumer,376
Furniture,12/12/2021,Corporate,56
Furniture,12/12/2021,Home Office,30
Office Supplies,12/12/2021,Consumer,92
Office Supplies,12/12/2021,Corporate,66
Office Supplies,12/12/2021,Home Office,42
Technology,12/12/2021,Consumer,235
Technology,12/12/2021,Corporate,330
Technology,12/12/2021,Home Office,632
Furniture,12/13/2021,Corporate,1047
Office Supplies,12/13/2021,Consumer,9
Office Supplies,12/13/2021,Corporate,5
Technology,12/13/2021,Corporate,59
Furniture,12/14/2021,Consumer,477
Furniture,12/14/2021,Corporate,81
Office Supplies,12/14/2021,Consumer,78
Office Supplies,12/14/2021,Corporate,142
Furniture,12/15/2021,Consumer,16
Furniture,12/15/2021,Corporate,1636
Furniture,12/15/2021,Home Office,485
Office Supplies,12/15/2021,Consumer,2
Office Supplies,12/15/2021,Corporate,273
Office Supplies,12/15/2021,Home Office,107
Furniture,12/16/2021,Consumer,508
Office Supplies,12/16/2021,Consumer,37
Office Supplies,12/16/2021,Corporate,3
Technology,12/16/2021,Home Office,20
Furniture,12/17/2021,Consumer,1983
Office Supplies,12/17/2021,Consumer,10783
Office Supplies,12/17/2021,Corporate,74
Office Supplies,12/17/2021,Home Office,40
Technology,12/17/2021,Corporate,181
Furniture,12/18/2021,Consumer,40
Furniture,12/18/2021,Corporate,188
Furniture,12/18/2021,Home Office,894
Office Supplies,12/18/2021,Corporate,4128
Office Supplies,12/18/2021,Home Office,952
Technology,12/18/2021,Consumer,803
Technology,12/18/2021,Corporate,62
Technology,12/18/2021,Home Office,154
Furniture,12/19/2021,Consumer,310
Furniture,12/19/2021,Corporate,483
Office Supplies,12/19/2021,Corporate,60
Furniture,12/20/2021,Home Office,17
Office Supplies,12/20/2021,Consumer,34
Office Supplies,12/20/2021,Home Office,14
Technology,12/20/2021,Consumer,63
Furniture,12/22/2021,Consumer,947
Office Supplies,12/22/2021,Consumer,61
Office Supplies,12/22/2021,Home Office,54
Technology,12/22/2021,Home Office,12
Furniture,12/23/2021,Consumer,833
Furniture,12/23/2021,Corporate,138
Office Supplies,12/23/2021,Consumer,5
Office Supplies,12/23/2021,Corporate,1718
Office Supplies,12/23/2021,Home Office,8
Technology,12/23/2021,Corporate,3132
Technology,12/23/2021,Home Office,1545
Furniture,12/24/2021,Consumer,793
Office Supplies,12/24/2021,Consumer,39
Office Supplies,12/24/2021,Corporate,35
Office Supplies,12/24/2021,Home Office,574
Technology,12/24/2021,Corporate,186
Technology,12/24/2021,Home Office,245
Furniture,12/25/2021,Consumer,5727
Furniture,12/25/2021,Corporate,1194
Office Supplies,12/25/2021,Consumer,176
Office Supplies,12/25/2021,Corporate,47
Technology,12/25/2021,Consumer,356
Technology,12/25/2021,Corporate,2986
Furniture,12/26/2021,Corporate,1174
Office Supplies,12/26/2021,Consumer,41
Office Supplies,12/26/2021,Corporate,112
Technology,12/26/2021,Consumer,86
Technology,12/26/2021,Corporate,287
Furniture,12/27/2021,Corporate,761
Office Supplies,12/27/2021,Consumer,32
Office Supplies,12/27/2021,Home Office,39
Technology,12/27/2021,Consumer,35
Furniture,12/29/2021,Consumer,776
Office Supplies,12/29/2021,Consumer,318
Office Supplies,12/29/2021,Corporate,38
Office Supplies,12/29/2021,Home Office,65
Furniture,12/30/2021,Consumer,184
Office Supplies,12/30/2021,Consumer,101
Office Supplies,12/30/2021,Corporate,21
Office Supplies,12/30/2021,Home Office,522
Office Supplies,12/31/2021,Consumer,247
Office Supplies,12/31/2021,Corporate,145
Technology,12/31/2021,Consumer,333
Furniture,1/1/2022,Consumer,907
Office Supplies,1/1/2022,Consumer,543
Office Supplies,1/1/2022,Home Office,3
Furniture,1/2/2022,Consumer,959
Office Supplies,1/2/2022,Consumer,442
Office Supplies,1/2/2022,Corporate,42
Technology,1/2/2022,Corporate,627
Office Supplies,1/3/2022,Consumer,2091
Office Supplies,1/6/2022,Home Office,31
Office Supplies,1/7/2022,Consumer,305
Technology,1/7/2022,Corporate,3366
Furniture,1/8/2022,Corporate,982
Office Supplies,1/9/2022,Consumer,285
Furniture,1/12/2022,Home Office,38
Office Supplies,1/12/2022,Corporate,671
Office Supplies,1/12/2022,Home Office,43
Furniture,1/13/2022,Corporate,202
Office Supplies,1/13/2022,Corporate,3922
Furniture,1/14/2022,Home Office,18
Office Supplies,1/14/2022,Consumer,230
Office Supplies,1/14/2022,Corporate,167
Office Supplies,1/14/2022,Home Office,105
Technology,1/14/2022,Consumer,110
Technology,1/14/2022,Corporate,164
Technology,1/14/2022,Home Office,216
Office Supplies,1/15/2022,Consumer,2209
Office Supplies,1/15/2022,Home Office,22
Technology,1/15/2022,Consumer,111
Furniture,1/16/2022,Consumer,315
Furniture,1/16/2022,Corporate,423
Office Supplies,1/16/2022,Consumer,5555
Furniture,1/19/2022,Consumer,846
Office Supplies,1/19/2022,Consumer,632
Technology,1/19/2022,Consumer,468
Furniture,1/20/2022,Corporate,189
Office Supplies,1/20/2022,Consumer,35
Technology,1/20/2022,Consumer,453
Furniture,1/21/2022,Home Office,80
Office Supplies,1/21/2022,Consumer,252
Office Supplies,1/21/2022,Home Office,939
Technology,1/21/2022,Home Office,1184
Office Supplies,1/22/2022,Corporate,21
Office Supplies,1/22/2022,Home Office,1308
Technology,1/22/2022,Home Office,2580
Furniture,1/23/2022,Corporate,190
Office Supplies,1/23/2022,Corporate,48
Office Supplies,1/23/2022,Home Office,4
Technology,1/23/2022,Corporate,81
Technology,1/23/2022,Home Office,83
Office Supplies,1/24/2022,Consumer,5
Office Supplies,1/24/2022,Corporate,260
Technology,1/24/2022,Corporate,102
Furniture,1/26/2022,Consumer,63
Office Supplies,1/26/2022,Consumer,28
Office Supplies,1/26/2022,Corporate,22
Technology,1/26/2022,Consumer,2852
Office Supplies,1/27/2022,Consumer,13
Technology,1/27/2022,Consumer,286
Furniture,1/28/2022,Home Office,42
Office Supplies,1/28/2022,Consumer,249
Technology,1/28/2022,Home Office,697
Furniture,1/29/2022,Consumer,14
Office Supplies,1/29/2022,Consumer,291
Furniture,1/30/2022,Consumer,425
Furniture,1/30/2022,Corporate,33
Furniture,1/30/2022,Home Office,107
Office Supplies,1/30/2022,Consumer,179
Office Supplies,1/30/2022,Corporate,90
Office Supplies,1/30/2022,Home Office,19
Technology,1/30/2022,Consumer,1923
Technology,1/30/2022,Corporate,182
Technology,1/30/2022,Home Office,629
Furniture,2/2/2022,Consumer,78
Furniture,2/2/2022,Corporate,217
Office Supplies,2/2/2022,Consumer,165
Office Supplies,2/2/2022,Corporate,111
Technology,2/2/2022,Corporate,309
Furniture,2/3/2022,Home Office,19
Office Supplies,2/3/2022,Consumer,348
Office Supplies,2/3/2022,Home Office,436
Office Supplies,2/4/2022,Consumer,30
Office Supplies,2/5/2022,Consumer,254
Office Supplies,2/5/2022,Corporate,1641
Technology,2/5/2022,Corporate,371
Furniture,2/6/2022,Consumer,553
Office Supplies,2/6/2022,Corporate,40
Office Supplies,2/6/2022,Home Office,33
Technology,2/6/2022,Corporate,207
Furniture,2/9/2022,Consumer,4
Furniture,2/9/2022,Corporate,20
Office Supplies,2/9/2022,Consumer,664
Technology,2/9/2022,Consumer,110
Furniture,2/10/2022,Home Office,177
Office Supplies,2/10/2022,Consumer,24
Furniture,2/11/2022,Consumer,148
Furniture,2/11/2022,Corporate,1040
Office Supplies,2/11/2022,Corporate,39
Technology,2/11/2022,Corporate,89
Furniture,2/13/2022,Consumer,110
Office Supplies,2/13/2022,Consumer,126
Office Supplies,2/13/2022,Corporate,19
Technology,2/13/2022,Consumer,864
Furniture,2/16/2022,Consumer,554
Office Supplies,2/16/2022,Consumer,125
Office Supplies,2/16/2022,Corporate,493
Technology,2/16/2022,Corporate,16
Furniture,2/17/2022,Home Office,1995
Office Supplies,2/17/2022,Home Office,367
Technology,2/17/2022,Consumer,28
Technology,2/17/2022,Home Office,608
Office Supplies,2/18/2022,Corporate,11
Technology,2/18/2022,Corporate,305
Furniture,2/19/2022,Home Office,49
Office Supplies,2/19/2022,Consumer,11
Office Supplies,2/19/2022,Corporate,1121
Office Supplies,2/19/2022,Home Office,14
Furniture,2/20/2022,Corporate,24
Furniture,2/20/2022,Home Office,392
Office Supplies,2/20/2022,Corporate,9
Office Supplies,2/20/2022,Home Office,81
Technology,2/20/2022,Corporate,225
Technology,2/20/2022,Home Office,322
Technology,2/21/2022,Consumer,44
Office Supplies,2/23/2022,Consumer,40
Office Supplies,2/23/2022,Corporate,7
Technology,2/23/2022,Corporate,62
Office Supplies,2/24/2022,Consumer,4
Office Supplies,2/24/2022,Corporate,115
Technology,2/24/2022,Corporate,1148
Furniture,2/25/2022,Consumer,463
Office Supplies,2/25/2022,Consumer,2
Furniture,2/26/2022,Consumer,96
Furniture,2/26/2022,Home Office,857
Office Supplies,2/26/2022,Consumer,328
Office Supplies,2/26/2022,Home Office,289
Technology,2/26/2022,Consumer,251
Technology,2/26/2022,Home Office,854
Office Supplies,2/28/2022,Consumer,15
Furniture,3/2/2022,Corporate,482
Office Supplies,3/2/2022,Consumer,17
Office Supplies,3/2/2022,Corporate,291
Technology,3/2/2022,Corporate,650
Furniture,3/3/2022,Consumer,376
Furniture,3/3/2022,Corporate,436
Office Supplies,3/3/2022,Consumer,94
Technology,3/3/2022,Consumer,1115
Furniture,3/4/2022,Home Office,113
Office Supplies,3/4/2022,Consumer,91
Office Supplies,3/4/2022,Corporate,22
Office Supplies,3/4/2022,Home Office,11
Office Supplies,3/5/2022,Consumer,417
Office Supplies,3/5/2022,Corporate,528
Technology,3/5/2022,Corporate,312
Furniture,3/6/2022,Consumer,75
Office Supplies,3/6/2022,Consumer,91
Office Supplies,3/6/2022,Corporate,63
Office Supplies,3/6/2022,Home Office,358
Technology,3/6/2022,Home Office,192
Office Supplies,3/7/2022,Consumer,105
Technology,3/7/2022,Home Office,43
Office Supplies,3/8/2022,Consumer,152
Office Supplies,3/8/2022,Corporate,722
Office Supplies,3/9/2022,Consumer,26
Technology,3/9/2022,Consumer,432
Technology,3/9/2022,Corporate,216
Furniture,3/10/2022,Consumer,868
Furniture,3/10/2022,Home Office,51
Office Supplies,3/10/2022,Corporate,60
Office Supplies,3/10/2022,Home Office,5
Technology,3/10/2022,Consumer,50
Technology,3/10/2022,Corporate,100
Technology,3/10/2022,Home Office,40
Furniture,3/11/2022,Home Office,163
Office Supplies,3/11/2022,Consumer,941
Office Supplies,3/11/2022,Home Office,54
Technology,3/11/2022,Home Office,832
Office Supplies,3/12/2022,Consumer,38
Office Supplies,3/12/2022,Corporate,250
Technology,3/12/2022,Corporate,62
Furniture,3/13/2022,Home Office,92
Office Supplies,3/13/2022,Consumer,2172
Office Supplies,3/13/2022,Home Office,739
Technology,3/13/2022,Consumer,267
Technology,3/13/2022,Corporate,9
Technology,3/13/2022,Home Office,1326
Technology,3/14/2022,Corporate,44
Furniture,3/16/2022,Consumer,51
Office Supplies,3/16/2022,Consumer,52
Office Supplies,3/16/2022,Corporate,563
Office Supplies,3/16/2022,Home Office,47
Technology,3/16/2022,Consumer,176
Technology,3/16/2022,Home Office,1172
Office Supplies,3/17/2022,Consumer,234
Office Supplies,3/17/2022,Home Office,26
Technology,3/17/2022,Consumer,243
Furniture,3/18/2022,Consumer,71
Office Supplies,3/18/2022,Consumer,217
Office Supplies,3/18/2022,Corporate,108
Technology,3/18/2022,Consumer,503
Furniture,3/19/2022,Consumer,757
Office Supplies,3/19/2022,Consumer,60
Office Supplies,3/19/2022,Corporate,359
Office Supplies,3/19/2022,Home Office,29
Technology,3/19/2022,Consumer,1005
Furniture,3/20/2022,Consumer,3
Office Supplies,3/20/2022,Consumer,353
Technology,3/20/2022,Consumer,238
Technology,3/20/2022,Corporate,285
Furniture,3/21/2022,Consumer,1824
Furniture,3/21/2022,Home Office,19
Office Supplies,3/21/2022,Consumer,965
Office Supplies,3/21/2022,Corporate,57
Office Supplies,3/21/2022,Home Office,363
Furniture,3/23/2022,Home Office,222
Office Supplies,3/23/2022,Consumer,231
Office Supplies,3/23/2022,Corporate,361
Office Supplies,3/23/2022,Home Office,36
Technology,3/23/2022,Consumer,14700
Furniture,3/24/2022,Consumer,258
Furniture,3/24/2022,Corporate,214
Office Supplies,3/24/2022,Corporate,304
Technology,3/24/2022,Corporate,446
Furniture,3/25/2022,Corporate,1987
Office Supplies,3/25/2022,Consumer,400
Office Supplies,3/25/2022,Corporate,22
Technology,3/25/2022,Consumer,1115
Furniture,3/26/2022,Consumer,276
Furniture,3/26/2022,Corporate,67
Office Supplies,3/26/2022,Corporate,213
Office Supplies,3/26/2022,Home Office,21
Technology,3/26/2022,Consumer,119
Technology,3/26/2022,Corporate,2620
Technology,3/26/2022,Home Office,48
Furniture,3/27/2022,Consumer,2164
Office Supplies,3/27/2022,Consumer,343
Office Supplies,3/27/2022,Home Office,172
Technology,3/27/2022,Consumer,236
Furniture,3/28/2022,Corporate,47
Office Supplies,3/28/2022,Corporate,924
Technology,3/28/2022,Corporate,463
Office Supplies,3/29/2022,Consumer,81
Furniture,3/30/2022,Consumer,88
Office Supplies,3/30/2022,Consumer,368
Office Supplies,3/30/2022,Home Office,56
Technology,3/30/2022,Consumer,152
Furniture,3/31/2022,Consumer,31
Furniture,3/31/2022,Corporate,185
Furniture,3/31/2022,Home Office,52
Office Supplies,3/31/2022,Consumer,83
Office Supplies,3/31/2022,Corporate,138
Technology,3/31/2022,Consumer,648
Technology,3/31/2022,Corporate,2550
Technology,3/31/2022,Home Office,658
Furniture,4/1/2022,Corporate,904
Office Supplies,4/1/2022,Consumer,302
Office Supplies,4/1/2022,Corporate,30
Technology,4/1/2022,Corporate,4969
Furniture,4/2/2022,Consumer,28
Furniture,4/2/2022,Home Office,350
Office Supplies,4/2/2022,Consumer,16
Office Supplies,4/2/2022,Home Office,10
Technology,4/2/2022,Home Office,385
Furniture,4/3/2022,Consumer,25
Office Supplies,4/3/2022,Consumer,6
Office Supplies,4/4/2022,Home Office,254
Technology,4/4/2022,Consumer,376
Technology,4/4/2022,Home Office,152
Office Supplies,4/6/2022,Corporate,8
Office Supplies,4/6/2022,Home Office,106
Furniture,4/7/2022,Home Office,1001
Office Supplies,4/7/2022,Home Office,22
Technology,4/7/2022,Home Office,820
Furniture,4/8/2022,Corporate,567
Office Supplies,4/8/2022,Corporate,2503
Office Supplies,4/8/2022,Home Office,3289
Office Supplies,4/9/2022,Consumer,686
Office Supplies,4/9/2022,Corporate,110
Office Supplies,4/9/2022,Home Office,822
Furniture,4/10/2022,Consumer,38
Furniture,4/10/2022,Corporate,13
Office Supplies,4/10/2022,Consumer,208
Office Supplies,4/10/2022,Corporate,4
Office Supplies,4/10/2022,Home Office,259
Technology,4/10/2022,Consumer,98
Technology,4/10/2022,Home Office,97
Office Supplies,4/11/2022,Consumer,87
Office Supplies,4/11/2022,Home Office,11
Technology,4/11/2022,Consumer,238
Office Supplies,4/12/2022,Consumer,77
Furniture,4/13/2022,Corporate,389
Office Supplies,4/13/2022,Corporate,927
Furniture,4/14/2022,Consumer,259
Furniture,4/14/2022,Corporate,265
Office Supplies,4/14/2022,Consumer,130
Office Supplies,4/14/2022,Home Office,9
Furniture,4/15/2022,Corporate,179
Office Supplies,4/15/2022,Consumer,19
Office Supplies,4/15/2022,Corporate,98
Office Supplies,4/15/2022,Home Office,22
Furniture,4/16/2022,Consumer,98
Office Supplies,4/16/2022,Consumer,287
Office Supplies,4/16/2022,Corporate,449
Office Supplies,4/16/2022,Home Office,60
Technology,4/16/2022,Corporate,28
Furniture,4/17/2022,Consumer,270
Office Supplies,4/17/2022,Consumer,65
Office Supplies,4/17/2022,Corporate,180
Office Supplies,4/17/2022,Home Office,60
Technology,4/17/2022,Consumer,272
Technology,4/17/2022,Home Office,2805
Furniture,4/20/2022,Consumer,328
Furniture,4/20/2022,Corporate,85
Furniture,4/20/2022,Home Office,38
Office Supplies,4/20/2022,Consumer,213
Office Supplies,4/20/2022,Corporate,357
Office Supplies,4/20/2022,Home Office,909
Technology,4/20/2022,Home Office,135
Furniture,4/21/2022,Consumer,943
Office Supplies,4/21/2022,Consumer,108
Office Supplies,4/21/2022,Corporate,21
Technology,4/21/2022,Consumer,11
Technology,4/21/2022,Corporate,49
Furniture,4/22/2022,Consumer,19
Furniture,4/22/2022,Home Office,267
Office Supplies,4/22/2022,Consumer,736
Furniture,4/23/2022,Consumer,109
